coreData_id,coreData_speed,coreData_accelset_long,coreData_accelset_lat,t,x,y,perReportID,corrupted,peerReported
8777778,535.00033975517,-43.0000001283743,-27.9999999787483,0,-82.4455925077706,27.9566631840199,8777778,1,0
8777778,533.000068468638,-31.9999998531735,-18.9999999384849,0.0999999999999091,-82.4455302392022,27.9567040755859,8777778,1,0
8777778,538.000280392584,-26.0000005027523,-70.0000000529485,0.200000000000045,-82.4456044055421,27.9566804789422,8777778,1,0
8777778,540.000062169349,5.99999879218975,37.0000001245619,0.349999999999909,-82.4454511574523,27.9566226828812,8777778,1,0
8777778,536.999867321784,-54.9999999474188,-27.0000000158141,0.450000000000045,-82.445432057021,27.9566464109734,8777778,1,0
8777778,535.000114631391,-31.0000005325385,-11.0000001378047,0.549999999999955,-82.4455104674862,27.9566230030839,8777778,1,0
8777778,534.000011583634,-17.9999993435014,-94.9999999126344,0.650000000000091,-82.4455258346707,27.956628954131,8777778,1,0
8777778,536.999883394729,-5.99999902857092,-54.0000001573609,0.749000000000024,-82.4455110882835,27.956608895555,8777778,1,0
8777778,535.000566353717,-50.0000002081017,-23.0000001850221,0.849999999999909,-82.4454656455375,27.9566008911171,8777778,1,0
8777778,533.000070760836,-30.9999993321505,5.00000002893432,0.950000000000045,-82.4456316632268,27.9565677239122,8777778,1,0
8777778,532.000873146476,-10.9999994660806,15.9999999046011,1.04999999999995,-82.4454764660741,27.9565779620643,8777778,1,0
8777778,531.999905289377,6.99999920775824,71.999999908632,1.15000000000009,-82.4456169870932,27.9565988289932,8777778,1,0
8777778,525.000180455874,-38.0000000186752,-27.0000000162473,1.24900000000002,-82.4456731904276,27.9566171740117,8777778,1,0
8777778,524.000506105698,-9.99999985380785,44.9999999509516,1.34999999999991,-82.4456081164106,27.9565265565526,8777778,1,0
8777778,523.00087277953,-5.99999970719076,17.9999999776497,1.45000000000005,-82.4456159764364,27.9566159628281,8777778,1,0
8777778,523.000097076713,-10.999999621087,-29.9999999727053,1.54999999999995,-82.4455772224977,27.9565827629728,8777778,1,0
8777778,521.999747283522,-16.9999996224257,-4.00000011723125,1.65000000000009,-82.4454862594203,27.9565353107888,8777778,1,0
8777778,522.000256912679,-43.9999996201844,24.9999998771804,1.74900000000002,-82.4456055873369,27.9565119794826,8777778,1,0
8777778,519.999577908785,-25.0000001750042,20.9999997893727,1.84999999999991,-82.445688516108,27.9564914684499,8777778,1,0
8777778,519.999912426962,-5.99999978767258,8.99999996084945,1.95000000000005,-82.4457528111835,27.9565249809,8777778,1,0
8777778,520.000086940226,-4.00000126133137,-6.99999993335685,2.04999999999995,-82.4455741312553,27.956472881644,8777778,1,0
8777778,529.000476343786,-36.0000006541251,-11.0000000704537,2.20000000000005,-82.4454760338977,27.956463587618,8777778,1,0
8777778,529.000459582977,-10.9999993270548,-15.999999949705,2.24900000000002,-82.4456240146702,27.9564964023644,8777778,1,0
8777778,527.999991186151,-25.0000003699281,7.00000005420623,2.34999999999991,-82.445641521585,27.9564743872376,8777778,1,0
8777778,528.000295463666,7.00000018339066,-13.9999999006043,2.45000000000005,-82.4455919888626,27.9564777694324,8777778,1,0
8777778,526.999897257849,-23.9999991556441,-27.999999900742,2.54999999999995,-82.4455161768819,27.9564572102678,8777778,1,0
8777778,526.000211420892,-37.0000004976739,2.99999993089296,2.65000000000009,-82.4457779979413,27.9564223925362,8777778,1,0
8777778,521.000612491167,-24.0000005370752,1.99999991403895,2.74900000000002,-82.4454165669393,27.9564103348861,8777778,1,0
8777778,520.0000501301,-4.00000027585903,-38.9999999951453,2.90000000000009,-82.4455693548911,27.9564328632198,8777778,1,0
8777778,519.999903891553,-10.9999997530654,5.9999999332995,3,-82.4455026373768,27.9563824362353,8777778,1,0
8777778,517.999840094056,-42.0000001146415,-20.9999998542557,3.09999999999991,-82.4455593538282,27.9564250741915,8777778,1,0
8777778,516.000229120128,-24.0000005474453,5.00000013843113,3.20000000000005,-82.4456381055492,27.9564045048318,8777778,1,0
8777778,516.000427651086,-29.0000008806465,-19.9999999904556,3.24900000000002,-82.4456233814907,27.9563858435303,8777778,1,0
8777778,513.000679770434,-40.0000002072985,-6.00000004285094,3.40000000000009,-82.4455536028007,27.9563639901891,8777778,1,0
8777778,511.000017283282,-42.0000001238128,-19.9999999487539,3.5,-82.4456764607621,27.9563648211791,8777778,1,0
8777778,510.000052137198,-36.0000002996499,-5.00000006583975,3.54999999999995,-82.4456638138328,27.9564485916602,8777778,1,0
8777778,512.999797666937,-47.0000001466705,16.9999999874579,3.69900000000007,-82.4456658739055,27.9563325567253,8777778,1,0
8777778,512.000515498186,-23.0000006132906,1.99999994678166,3.74900000000002,-82.4455774084091,27.9562875839239,8777778,1,0
8777778,509.999975872279,-39.9999996925003,7.00000001059281,3.90000000000009,-82.445699151194,27.9563707385211,8777778,1,0
8777778,507.999848663662,-40.000001217506,-11.9999998867998,4,-82.4456672725963,27.9563251488312,8777778,1,0
8777778,506.000698497584,-61.9999999190345,40.0000000744881,4.04999999999995,-82.445819738027,27.9562853870093,8777778,1,0
8777778,503.000258991591,-69.9999996254279,-14.9999998852696,4.15000000000009,-82.4457006778966,27.9563675701073,8777778,1,0
8777778,498.00022907901,-52.0000004752345,14.9999999082326,4.24900000000002,-82.4457085834573,27.9563013023473,8777778,1,0
8777778,493.999678428765,-64.0000000319631,-9.99999998196165,4.40000000000009,-82.4456176678876,27.9562807247461,8777778,1,0
8777778,491.000138784425,-55.9999998366375,-2.00000009865302,4.5,-82.4455071778448,27.9562418546307,8777778,1,0
8777778,487.000166336534,-76.0000003441068,12.0000000386074,4.59999999999991,-82.4455828943268,27.956225028858,8777778,1,0
8777778,480.999650711515,-91.0000000076384,9.00000003267517,4.69900000000007,-82.4455514231566,27.95619706229,8777778,1,0
8777778,478.999927793273,-71.9999997692698,-12.9999998699494,4.74900000000002,-82.44556740307,27.9562302768788,8777778,1,0
8777778,472.999870510209,-91.0000005246825,13.0000001102787,4.90000000000009,-82.4456598689032,27.9561998595118,8777778,1,0
8777778,468.000168803911,-110.99999953242,4.0000000655337,5,-82.4455681959264,27.956238908619,8777778,1,0
8777778,464.999677983704,-112.9999993872,3.99999994932921,5.04999999999995,-82.4455404015839,27.9562077203994,8777778,1,0
8777778,459.000348259483,-94.9999998201804,-43.0000000477534,5.20000000000005,-82.4455809526039,27.9562537538556,8777778,1,0
8777778,456.000570784449,-94.9999999915388,-43.0000002058201,5.24900000000002,-82.4456014355443,27.9562424297794,8777778,1,0
8777778,450.99990286245,-113.000000651965,-24.0000000449755,5.34999999999991,-82.4456485479492,27.9561965850657,8777778,1,0
8777778,442.999997218907,-158.999999722953,32.9999998443783,5.5,-82.4455363590593,27.9561719950692,8777778,1,0
8777778,438.000162016635,-206.000000680718,39.0000000932835,5.54999999999995,-82.4456410615274,27.9562081099,8777778,1,0
8777778,423.000384787525,-144.999999109365,6.00000009048589,5.69900000000007,-82.4456218324365,27.9561332482797,8777778,1,0
8777778,420.000166935864,-144.999999705242,6.0000000138735,5.74900000000002,-82.4457245901622,27.9561803338931,8777778,1,0
8777778,414.000126971228,-153.999999851736,0.999999962036762,5.84999999999991,-82.4455979249655,27.9561352943046,8777778,1,0
8777778,401.999845602093,-169.000000220364,1.43527248510255e-08,6,-82.4456045127859,27.956131708595,8777778,1,0
8777778,393.999925969595,-190.000001218452,5.0000001610233,6.09999999999991,-82.4455190265048,27.9561170191189,8777778,1,0
8777778,377.000196154239,-183.000000669412,-10.9999998646518,6.20000000000005,-82.4455019907589,27.9561459922611,8777778,1,0
8777778,373.000538158174,-182.999999795463,-11.0000000449893,6.24900000000002,-82.4456419001406,27.9561048476496,8777778,1,0
8777778,358.000181766379,-212.999998649344,-16.9999999831044,6.40000000000009,-82.4455958306473,27.9560869671267,8777778,1,0
8777778,347.999614324334,-215.999999585557,-13.0000001124123,6.5,-82.4456580316366,27.9561258590387,8777778,1,0
8777778,338.000138488228,-219.999999826582,4.02027771341611e-08,6.59999999999991,-82.4455430037192,27.9560923626408,8777778,1,0
8777778,324.999970540739,-211.000000303443,-24.9999999258546,6.69900000000007,-82.4457747490339,27.9561088085159,8777778,1,0
8777778,313.999921953758,-224.999999931537,-16.9999999097043,6.79999999999995,-82.4456275774212,27.9560831625988,8777778,1,0
8777778,302.999929905735,-212.999999461248,-59.0000001536174,6.90000000000009,-82.4457040236095,27.956095035269,8777778,1,0
8777778,291.999718659715,-222.000000142193,-23.9999999493746,7,-82.4455990913579,27.9560104083592,8777778,1,0
8777778,286.999897410099,-217.999998940862,12.9999999132989,7.04999999999995,-82.4456045023797,27.9560925236784,8777778,1,0
8777778,267.999749152112,-212.000000683184,-37.0000000377774,7.20000000000005,-82.445675091956,27.9561241180736,8777778,1,0
8777778,260.999883288763,-239.000000210644,-48.9999999209439,7.24900000000002,-82.4456641198722,27.9560990543301,8777778,1,0
8777778,241.000037501915,-237.999999970646,-25.9999999700829,7.40000000000009,-82.4455260395581,27.9560886649874,8777778,1,0
8777778,230.000055752027,-214.00000109395,16.9999999835728,7.5,-82.4454921357312,27.956052298082,8777778,1,0
8777778,218.999931035312,-217.999999683438,23.0000000608696,7.59999999999991,-82.4455280852938,27.9560600599749,8777778,1,0
8777778,206.999951196429,-228.999999956445,28.0000001639788,7.69900000000007,-82.4455017752816,27.9560578282303,8777778,1,0
8777778,202.000010773144,-230.999999954818,11.9999999374488,7.74900000000002,-82.4456234113513,27.9560518947555,8777778,1,0
8777778,184.000146553903,-225.999999555066,-9.00000013544694,7.90000000000009,-82.4455846940436,27.9560208834568,8777778,1,0
8777778,172.000409852392,-218.999999415669,-14.0000001166002,8,-82.4455882590206,27.9560310524524,8777778,1,0
8777778,166.000198298377,-228.99999955088,10.9999999052665,8.04999999999995,-82.4455063941577,27.9560345139962,8777778,1,0
8777778,148.999908324668,-236.000000262481,33.9999999326617,8.20000000000005,-82.4456833721453,27.9560212628728,8777778,1,0
8777778,143.000191239232,-229.000000026086,24.0000000578547,8.24900000000002,-82.4456553276485,27.9560567945727,8777778,1,0
8777778,125.999921481193,-216.999999802112,33.999999790748,8.40000000000009,-82.4456118109929,27.9561007619899,8777778,1,0
8777778,114.999430538693,-228.000000703646,19.0000000236728,8.5,-82.4457033921231,27.955990704922,8777778,1,0
8777778,102.999249377203,-219.000000580043,26.9999999219059,8.59999999999991,-82.4455471439686,27.9560293878751,8777778,1,0
8777778,95.9994520099694,-205.000000239044,18.000000110312,8.69900000000007,-82.4456536903426,27.9559829769076,8777778,1,0
8777778,84.9999241691576,-214.999999956516,25.9999999141667,8.79999999999995,-82.4456483275515,27.956058112866,8777778,1,0
8777778,73.9998018500813,-209.999998997311,15.0000000007582,8.90000000000009,-82.4456483945979,27.956059715428,8777778,1,0
8777778,63.9997697001686,-179.999999553636,3.999999905938,9,-82.4455594765461,27.955972622017,8777778,1,0
8777778,54.0000130017431,-181.000000247743,8.99999993162346,9.09999999999991,-82.4456465466414,27.9560724375634,8777778,1,0
8777778,45.9997892645635,-173.00000035221,21.9999999739019,9.20000000000005,-82.4455776501157,27.9559866762146,8777778,1,0
8777778,37.9997983678221,-146.999999141273,15.9999999770464,9.29999999999995,-82.4455461916823,27.9560226409419,8777778,1,0
8777778,31.0001949517909,-122.999998469571,10.9999999473489,9.40000000000009,-82.4455208954606,27.9560464216196,8777778,1,0
8777778,25.0002501826217,-88.9999999062558,-8.999999886803,9.5,-82.4457057636538,27.9560193148027,8777778,1,0
8777778,22.0007791944445,-32.0000002681025,-16.999999944808,9.59999999999991,-82.4455504553604,27.9560789775392,8777778,1,0
8777778,36.0000967067601,-14.0000007909033,-23.9999998138849,9.69900000000007,-82.4456063439609,27.9560890503949,8777778,1,0
